bic	namep	rgn	ind	tnp	nnp	adr	prntbic	datein	pttype	srvcs	xchtype	uid	participantstatus	regn	cntrcd	account	regulationaccounttype	ck	accountcbrbic	accountstatus	englname	swbic	defaultswbic
044030892	КУ АО АКБ "БАНКИРСКИЙ ДОМ" - ГК "АСВ"	45	109240	г	Москва	ул Высоцкого, 4		1997-12-31	90	1	0	4030892000	PSAC	2928	RU	30101810400000000892	CRSA	83	044030001	ACAC			
044030924	КУ ООО "БАНК ФИНИНВЕСТ"-ГК "АСВ"	45	109240	г	Москва	ул Высоцкого, 4		2013-04-26	90	1	0	4030924000	PSAC	671	RU	30101810340300000924	CRSA	89	044030001	ACAC			
044030728	КУ ПАО "Выборг-банк" - ГК "АСВ"	45	109240	г	Москва	ул. Высоцкого, д. 4		2023-04-11	90	1	0	4030728000	PSAC	720	RU	30101810445374030728	CRSA	72	044030001	ACAC			
040407915	Красноярский филиал АО Ингосстрах Банк	04	660049	г	Красноярск	ул. Дубровинского, д. 100	044525148	2005-10-10	30	3	1	0407915000	PSAC	2307/7	RU	30101810800000000915	CRSA	50	040407001	ACAC			
042202807	Нижегородский филиал АО Ингосстрах Банк	22	603004	г	Нижний Новгород	пр. Ленина, д.100, к.1 	044525148	2016-08-22	30	3	1	2202807000	PSAC	2307/3	RU	30101810922020000807	CRSA	38	042202001	ACAC			
043601845	Самарский филиал АО Ингосстрах Банк	36	443041	г	Самара	ул. Красноармейская, д.75	044525148	2017-07-11	30	3	1	3601845000	PSAC	2307/8	RU	30101810422023601845	CRSA	32	043601001	ACAC			
044030866	Санкт-Петербургский филиал АО Ингосстрах Банк	40	197101	г	Санкт-Петербург	ул Кронверкская, 13 лит А	044525148	2000-03-07	30	3	1	4030866000	PSAC	2307/1	RU	30101810300000000866	CRSA	77	044030001	ACAC			
042520728	Иркутский филиал АО Ингосстрах Банк	25	664007	г	Иркутск	ул. Карла Либкнехта, 99А	044525148	2003-10-07	30	3	1	2520728000	PSAC	2307/4	RU	30101810300000000728	CRSA	61	042520001	ACAC			
040507050	Дальневосточный филиал АО Ингосстрах Банк	05	690001	г	Владивосток	ул. Светланская, 131б	044525148	2024-06-13	30	3	1	0507050000	PSAC	2307/10	RU	30101810945370000050	CRSA	95	040507001	ACAC			
044030824	ФИЛИАЛ АЙСИБИСИ БАНК (АО) В САНКТ-ПЕТЕРБУРГЕ	40	191024	г	Санкт-Петербург	ул. Херсонская, д. 12-14, лит. А	044525551	2016-07-22	30	3	1	4030824000	PSAC	3475/1	RU	30101810440300000824	CRSA	31	044030001	ACAC			
041403633	БЕЛГОРОДСКОЕ ОТДЕЛЕНИЕ N8592 ПАО СБЕРБАНК	14	308000	г	Белгород	Гражданский пр-т, 52	044525225	1994-08-04	30	3	1	1403633000	PSAC	1481/188	RU	30101810100000000633	CRSA	58	041403001	ACAC			
044525811	ООО "Драйв Клик Банк"	45	125124	г	Москва	ул. Правды, д. 26		2010-04-21	20	5	1	4525811000	PSAC	2168	RU	30101810500000000811	CRSA	02	044525000	ACAC	CETELEM BANK	CETBRUMMXXX	1
044030738	Конкурсный управляющий ООО "ЛЕНОБЛБАНК" - ГК "АСВ"	45	109240	г	Москва	ул. Высоцкого, д. 4		2023-04-11	90	1	0	4030738000	PSAC	1003	RU	30101810545374030738	CRSA	36	044030001	ACAC			
044525535	КУ АБ "АЛДАНЗОЛОТОБАНК" АО - ГК "АСВ"	45	109240	г	Москва	ул. Высоцкого, д. 4		2018-09-26	90	1	0	4525535000	PSAC	854	RU	30101810445250000535	CRSA	68	044525000	ACAC			
044525553	КУ ООО КБ "СОЮЗНЫЙ" - ГК "АСВ"	45	109240	г	Москва	ул. Высоцкого, д. 4		2015-09-11	90	1	0	4525553000	PSAC	3236	RU	30101810045250000553	CRSA	49	044525000	ACAC			
049205931	ГК "АСВ" - КУ ООО КБ "Камский горизонт"	45	109240	г	Москва	ул. Высоцкого, д. 4		2019-08-09	90	1	0	9205931000	PSAC	2554	RU	30101810022029205931	CRSA	11	049205001	ACAC			
044525762	КУ КБ "ЕВРОТРАСТ" (ЗАО) ГК "АСВ"	45	109240	г	Москва	ул Высоцкого, 4		2000-06-27	90	1	0	4525762000	PSAC	2968	RU	30101810400000000762	CRSA	69	044525000	ACAC			
044525374	КУ КБ "ТРАНСНАЦИОНАЛЬНЫЙ БАНК" (ООО)-ГК "АСВ"	45	109240	г	Москва	ул Высоцкого, 4		2015-09-08	90	1	0	4525374000	PSAC	2108	RU	30101810745250000374	CRSA	77	044525000	ACAC			
044525592	КУ ООО КБ "ОГНИ МОСКВЫ" - ГК "АСВ"	45	109240	г	Москва	ул Высоцкого, 4		2013-06-13	90	1	0	4525592000	PSAC	2328	RU	30101810900000000592	CRSA	39	044525000	ACAC			
044525173	КУ АКБ "ПРОМИНВЕСТБАНК" (ПАО) - ГК "АСВ"	45	109240	г	Москва	ул. Высоцкого, д. 4		2015-09-16	90	1	0	4525173000	PSAC	2433	RU	30101810645250000173	CRSA	36	044525000	ACAC			
044525436	КУ БАНК-Т (ОАО) - ГК "АСВ"	45	109240	г	Москва	ул Высоцкого, 4		2015-09-08	90	1	0	4525436000	PSAC	625	RU	30101810845250000436	CRSA	32	044525000	ACAC			
044525556	КУ АКБ "БНКВ" (АО) - ГК "АСВ"	45	109240	г	Москва	ул Высоцкого, 4		2015-08-24	90	1	0	4525556000	PSAC	2472	RU	30101810945250000556	CRSA	18	044525000	ACAC			
044030760	КУ Банк МБСП (АО) - ГК "АСВ"	45	109240	г	Москва	ул. Высоцкого, д. 4		1997-12-31	90	1	0	4030760000	PSAC	197	RU	30101810600000000760	CRSA	97	044030001	ACAC			
044525784	КУ АКБ "ВЕК" (АО) - ГК "АСВ"	45	109240	г	Москва	ул Высоцкого, 4		2015-09-16	90	1	0	4525784000	PSAC	2299	RU	30101810445250000784	CRSA	79	044525000	ACAC			
044525928	КУ ЗАО КБ "ЛАДА-КРЕДИТ" - ГК "АСВ"	45	109240	г	Москва	ул Высоцкого, 4		2016-06-03	90	1	0	4525928000	PSAC	2668	RU	30101810845250000928	CRSA	14	044525000	ACAC			
044525342	КУ ООО "ДЖАСТ БАНК" - ГК "АСВ"	45	109240	г	Москва	ул Высоцкого, 4		2016-06-24	90	1	0	4525342000	PSAC	3503	RU	30101810845250000342	CRSA	52	044525000	ACAC			
048073765	КОНКУР.УПРАВ.ОАО БАНК "ПСБ"-ГК АСВ	45	109240	г	Москва	ул. Высоцкого, д. 4		2013-11-25	90	1	0	8073765000	PSAC	1943	RU	30101810480730000765	CRSA	59	048073001	ACAC			
047501843	КУ ООО "УИК-БАНК"	45	109240	г	Москва	ул. Высоцкого, 4		2010-09-20	90	1	0	7501843000	PSAC	1300	RU	30101810200000000843	CRSA	27	047501001	ACAC			
043601878	ГК "АСВ" - КУ АО "АК БАНК"	45	127994	г	Москва	ГСП-4		1994-01-27	90	1	0	3601878000	PSAC	3006	RU	30101810000000000878	CRSA	86	043601001	ACAC			
044525193	КУ АО "ЕВРОАКСИС БАНК" - ГК "АСВ"	45	109240	г	Москва	ул Высоцкого, 4		1999-08-19	90	1	0	4525193000	PSAC	3273	RU	30101810600000000193	CRSA	15	044525000	ACAC			
044525287	КУ ОАО "АБ "ПУШКИНО" - ГК "АСВ"	45	109240	г	Москва	ул Высоцкого, 4		2016-05-12	90	1	0	4525287000	PSAC	391	RU	30101810845250000287	CRSA	41	044525000	ACAC			
044525433	КУ КБ "ЕВРОСТАНДАРТ" (ООО) - ГК "АСВ"	45	109240	г	Москва	ул Высоцкого, 4		2016-02-17	90	1	0	4525433000	PSAC	3200	RU	30101810945250000433	CRSA	71	044525000	ACAC			
044525471	КУ АО "МЕТРОБАНК" - ГК "АСВ"	45	109240	г	Москва	ул Высоцкого, 4		2015-09-08	90	1	0	4525471000	PSAC	2548	RU	30101810745250000471	CRSA	77	044525000	ACAC			
044525477	КУ БАНК "НАВИГАТОР" (ОАО) - ГК "АСВ"	45	109240	г	Москва	ул Высоцкого, 4		2015-09-21	90	1	0	4525477000	PSAC	2469	RU	30101810545250000477	CRSA	96	044525000	ACAC			
044525214	АО "Почта Банк"	45	107061	г	Москва	Преображенская пл., д. 8		2015-09-18	20	5	1	4525214000	PSAC	650	RU	30101810245250000214	CRSA	41	044525000	ACAC	Joint-stock company "Post Bank" (JSC "Post Bank")	POSBRUMM	1
040396000	РКЦ СОЧИ	03	354000	г	Сочи	ул Орджоникидзе, 2	040349001	1994-01-20	10	3	1	0396000000	PSAC										
040001002	ПУ БАНКА РОССИИ N 43192	00	043192			 П/П 43192	044525000	2008-11-07	40	3	1	0001002000	PSAC										
040002002	ПУ БАНКА РОССИИ N 43197	00	043197			 П/П 43197	044525000	2008-11-07	40	3	1	0002002000	PSAC										
049820000	РКЦ ЛЕНСК	98	678144	г	Ленск	ул Ленина, 70	049805001	1994-01-20	10	3	1	9820000000	PSAC										
048270002	ПУ БАНКА РОССИИ МАТВЕЕВСКОЕ	82	368302	г	Каспийск		040349001	2004-05-11	40	3	1	8270002000	PSAC										
040816000	РКЦ СОВЕТСКАЯ ГАВАНЬ	08	682800	г	Советская Гавань	ул Советская, 26	040813001	1994-01-20	10	3	1	0816000000	PSAC										
049626100	УФК по Чеченской Республике	96	364020	г	Грозный	ул Дэги Имрановича Багаева, 15		2015-12-17	52	3	1	9626002001	PSAC		RU	40116810096260010001	TRSA	99	049626002	ACAC			
042299100	УФК по Нижегородской области	22	603082	г	Нижний Новгород	Кремль, к 1 а		2013-05-21	52	3	1	2299002001	PSAC		RU	40116810900000010005	TRSA	99	042299002	ACAC			
041122101	УФК по Архангельской области и Ненецкому автономному округу	11	163000	г	Архангельск	ул Карла Либкнехта, 2		2013-03-04	52	3	1	1122002001	PSAC		RU	40116810300000010001	TRSA	99	041122002	ACAC			
041280103	УФК по Астраханской области	12	414056	г	Астрахань	ул Латышева, 6 Г		2013-01-09	52	3	1	1280002005	PSAC		RU	40116810600000010015	TRSA	99	041280002	ACAC			
040037471	БАЙКОНУРСКИЙ ФИЛИАЛ АБ "РОССИЯ"	00	468320	г	Байконур	ул Советской Армии, 11	044030861	2015-02-16	30	3	1	0037471000	PSAC	328/22	RU	30101810000370000471	CRSA	99	040037002	ACAC			
046579002	ПУ БАНКА РОССИИ СОЛНЕЧНОЕ	65	620100	г	Екатеринбург	Сибирский тракт, 3	046577001	1994-01-20	40	3	1	6579002000	PSAC										
046580002	ПУ БАНКА РОССИИ ЛЕНИНСКОЕ	65	624790	п	Свободный	ул Ленина, 32	046577001	1994-01-20	40	3	1	6580002000	PSAC										
044030001	СЕВЕРО-ЗАПАДНОЕ ГУ БАНКА РОССИИ	40	191038	г	Санкт-Петербург	наб р.Фонтанки, 68, 70, 72, 74		1994-01-20	00	3	1	4030001000	PSAC										
046577001	УРАЛЬСКОЕ ГУ БАНКА РОССИИ	65	620144	г	Екатеринбург	ул Циолковского, 18		1994-01-20	00	3	1	6577001000	PSAC										
047169000	РКЦ НИЖНЕВАРТОВСК	71	628605	г	Нижневартовск	ул 60 лет Октября, 59 А	047102001	1994-01-20	10	3	1	7169000000	PSAC										
048140002	ПУ БАНКА РОССИИ ГВАРДЕЙСКОЕ	81	670047	г	Улан-Удэ	ул Боевая, 7 А, стр 3	045004001	1994-01-20	40	3	1	8140002000	PSAC										
040825000	РКЦ КОМСОМОЛЬСК-НА-АМУРЕ	08	681024	г	Комсомольск-на-Амуре	пр-т Первостроителей, 19	040813001	1994-01-20	10	3	1	0825000000	PSAC										
049849000	РКЦ НЕРЮНГРИ	98	678960	г	Нерюнгри	пр-т Ленина, 25	049805001	1994-01-20	10	3	1	9849000000	PSAC										
040587002	ПУ БАНКА РОССИИ ОЗЕРНОЕ	05	692591	с	Сергеевка		040507001	1994-01-20	40	3	1	0587002000	PSAC										
044566002	Д-Т НАЛ. ДЕН. ОБРАЩЕНИЯ БАНКА РОССИИ	45	107016	г	Москва 701	ул Неглинная, 12	044537002	1994-01-20	15	3	1	4566002000	PSAC										
047582002	ПУ БАНКА РОССИИ КАШИРИНСКОЕ	75	456444	г	Чебаркуль-4		046577001	1994-01-20	40	3	1	7582002000	PSAC										
044697002	ПУ БАНКА РОССИИ ЮЖНОЕ	46	143300	г	Наро-Фоминск 1		044525000	1994-01-20	40	3	1	4697002000	PSAC										
047144000	РКЦ СУРГУТ	71	628412	г	Сургут	пр-д Советов, 2	047102001	1994-01-20	10	3	1	7144000000	PSAC										
040394002	ПУ БАНКА РОССИИ СЕВЕРНОЕ	03	350005	г	Краснодар-5	ул Кореновская, 47	040349001	1994-12-28	40	3	1	0394002000	PSAC										
044080002	ПУ БАНКА РОССИИ НАБЕРЕЖНОЕ	40	193168	г	Санкт-Петербург	Дальневосточный пр-т, 28/10	044030001	1994-01-20	40	3	1	4080002000	PSAC										
040486002	ПУ БАНКА РОССИИ РЕЧНОЕ	04	660947	п	Солнечный		045004001	1994-01-20	40	3	1	0486002000	PSAC										
044536002	ФИНАНСОВЫЙ Д-Т БАНКА РОССИИ	45	107016	г	Москва 701	ул Неглинная, 12	044537002	1994-01-20	15	3	1	4536002000	PSAC										
044537002	Д-Т БУХУЧЕТА И ОТЧЕТНОСТИ БАНКА РОССИИ	45	107016	г	Москва 701	ул Неглинная, 12		1994-01-20	15	3	1	4537002000	PSAC										
043380002	ПУ БАНКА РОССИИ ПРИГОРОДНОЕ	33	613648	пгт	Первомайский		042202001	1994-01-20	40	3	1	3380002000	PSAC										
048080002	ПУ БАНКА РОССИИ НАГОРНОЕ	80	453571	г	Межгорье-1	ул Комсомольская, 12	046577001	1994-01-20	40	3	1	8080002000	PSAC										
046489002	ПУ БАНКА РОССИИ ОХОТСКОЕ	64	694500	пгт	Южно-Курильск	ул Гнечко, 1	040507001	2017-06-01	40	3	1	6489002000	PSAC										
040004002	ПУ БАНКА РОССИИ N 67903	00	067903			 П/П 67903	044525000	2015-01-01	40	3	1	0004002000	PSAC										
040349001	ЮЖНОЕ ГУ БАНКА РОССИИ	03	350000	г	Краснодар	ул им. Кондратенко Н.И., 12		1994-01-20	00	3	1	0349001000	PSAC										
042581002	ПУ БАНКА РОССИИ ЗЕЛЕНОГОРСКОЕ	25	664078	г	Иркутск 78		045004001	1994-01-20	40	3	1	2581002000	PSAC										
044582002	ПУ БАНКА РОССИИ ЗАПАДНОЕ	45	119160	г	Москва		044525000	1994-01-20	40	3	1	4582002000	PSAC										
042202001	ВОЛГО-ВЯТСКОЕ ГУ БАНКА РОССИИ	22	603008	г	Нижний Новгород	ул Б. Покровская, 26		1994-01-20	00	3	1	2202001000	PSAC										
100070038	ОАО "Алиф Банк"	00	734032	город	Душанбе	ул. Ф. Ниёзи, 51		2024-02-26	71	6	0	1000000038	PSAC		TJ								
041203001	ОТДЕЛЕНИЕ АСТРАХАНЬ БАНКА РОССИИ	12	414041	г	Астрахань	ул Ангарская, стр 28/1	040349001	1994-01-20	12	3	1	1203001000	PSAC										
100070010	ОАО "Коммерческий банк КЫРГЫЗСТАН"	00	720033	г	Бишкек	ул. Тоголок Молдо, №54 "А"		2022-06-28	71	6	0	1000000010	PSAC		KG						"Commercial bank KYRGYZSTAN" Open joint-stock company		
044525440	ООО КБ "ЭКО-ИНВЕСТ"	45	109240	г	Москва	ул. Верхняя Радищевская, д. 18, стр. 2		2016-05-16	20	3	1	4525440000	PSAC	3116	RU	30101810145250000440	CRSA	66	044525000	ACAC			
045004818	НОВОСИБИРСКИЙ ФИЛИАЛ АО ЮНИКРЕДИТ БАНКА	50	630099	г	Новосибирск	ул Максима Горького, 53	044525545	2017-10-19	30	3	1	5004818000	PSAC	1/10	RU	30101810050040000818	CRSA	49	045004001	ACAC			
040702748	СЕВЕРО-КАВКАЗСКИЙ ФИЛИАЛ ПАО КБ "ВОСТОЧНЫЙ"	07	355017	г	Ставрополь	ул Ленина, 231/11	041012718	2017-02-02	30	3	1	0702748000	PSAC	1460/20	RU	30101810007020000748	CRSA	58	040702001	ACAC			
045081100	УФК по Новосибирской области	50	630011	г	Новосибирск	ул Кирова, 3/1		2013-03-25	52	3	1	5081002001	PSAC		RU	40116810200000010001	TRSA	99	045081002	ACAC			
044525749	КУ "СОВЕРЕН БАНК" (АО) - ГК "АСВ"	45	109240	г	Москва	ул Высоцкого, 4		2016-06-16	90	1	0	4525749000	PSAC	3206	RU	30101810545250000749	CRSA	34	044525000	ACAC			
041909717	КУ АО "ВОЛОГДАБАНК" - ГК "АСВ"	45	109240	г	Москва	ул Высоцкого, 4		1991-12-06	90	1	0	1909717000	PSAC	992	RU	30101810400000000717	CRSA	83	041909001	ACAC			
044525292	КУ КБ "БФГ-КРЕДИТ" (ООО) - ГК "АСВ"	45	109240	г	Москва	ул Высоцкого, 4		2015-08-31	90	1	0	4525292000	PSAC	3068	RU	30101810445250000292	CRSA	97	044525000	ACAC			
049205677	ГК "АСВ" - КУ "АНКОР БАНК" (АО)	45	109240	г	Москва	ул. Высоцкого, д.4		2023-12-08	90	1	0	9205677000	PSAC	889	RU	30101810845379205677	CRSA	75	049205001	ACAC			
049033746	КУ ПАО АКБ "1БАНК" ГК "АСВ"	45	109240	г	Москва	ул. Высоцкого, д.4		1998-01-02	90	1	0	9033746000	PSAC	2896	RU	30101810900000000746	CRSA	28	049033001	ACAC			
044030842	Конкурсный управляющий АО АКБ "Констанс-Банк" - ГК "АСВ"	45	109240	г	Москва	ул. Высоцкого, д. 4		2023-04-11	90	1	0	4030842000	PSAC	2228	RU	30101810745374030842	CRSA	39	044030001	ACAC			
044525124	КУ АКБ "ИНКАРОБАНК" (АО) - ГК "АСВ"	45	109240	г	Москва	ул. Высоцкого, д. 4		2015-09-10	90	1	0	4525124000	PSAC	2696	RU	30101810445250000124	CRSA	44	044525000	ACAC			
044525241	КУ ЗАО "М БАНК" - ГК "АСВ"	45	109240	г	Москва	ул Высоцкого, 4		2015-09-18	90	1	0	4525241000	PSAC	948	RU	30101810645250000241	CRSA	69	044525000	ACAC			
040813700	КУ Банк "Уссури" (АО) - ГК "АСВ"	45	109240	г	Москва	ул. Высоцкого, д. 4		1991-07-16	90	1	0	0813700000	PSAC	596	RU	30101810100000000700	CRSA	23	040813001	ACAC			
042809992	Ликвидатор ООО КБ "Гефест" - ГК "АСВ"	28	109240	г	Москва	ул. Высоцкого, д. 4		2015-09-24	90	1	0	2809992000	PSAC	1046	RU	30101810028090000992	CRSA	72	042809001	ACAC			
047888372	АО "БУЛГАР БАНК" - КУ ГК "АСВ"	78	150040	г	Ярославль	пр-т Ленина, 37/73		2016-09-16	90	1	0	7888372000	PSAC	1917	RU	30101810645250000372	CRSA	18	047888001	ACAC			
044525120	КУ КБ "РОСПРОМБАНК" (ООО) - ГК "АСВ"	45	109240	г	Москва	ул Высоцкого, 4		2016-05-16	90	1	0	4525120000	PSAC	3204	RU	30101810245250000120	CRSA	61	044525000	ACAC			
044525096	КУ "ИНТЕРАКТИВНЫЙ БАНК" (ООО) - ГК "АСВ"	45	109240	г	Москва	ул Высоцкого, 4		2016-06-07	90	1	0	4525096000	PSAC	3378	RU	30101810845250000096	CRSA	61	044525000	ACAC			
044525718	КУ ОАО КБ "СТРОЙКРЕДИТ" - ГК "АСВ"	45	109240	г	Москва	ул Высоцкого, 4		2015-09-08	90	1	0	4525718000	PSAC	18	RU	30101810945250000718	CRSA	31	044525000	ACAC			
044525676	Ликвидатор ПАО АРКБ "Росбизнесбанк"-ГК "АСВ"	45	109240	г	Москва	ул. Высоцкого, д. 4		2016-06-03	90	1	0	4525676000	PSAC	1405	RU	30101810045250000676	CRSA	93	044525000	ACAC			
044030885	Конкурсный управляющий ПАО "Невский банк" - ГК "АСВ"	45	109240	г	Москва	улица Высоцкого, д. 4		2000-06-19	90	1	0	4030885000	PSAC	1068	RU	30101810200000000885	CRSA	80	044030001	ACAC			
044525154	КУ АКБ "ИнтрастБанк" (ОАО) - ГК "АСВ"	45	109240	г	Москва	ул Высоцкого, 4		2015-09-29	90	1	0	4525154000	PSAC	3144	RU	30101810745250000154	CRSA	33	044525000	ACAC			
044525183	КУ ЦЕНТРКОМБАНК ООО - ГК "АСВ"	45	109240	г	Москва	ул Высоцкого, 4		2015-09-09	90	1	0	4525183000	PSAC	2983	RU	30101810745250000183	CRSA	97	044525000	ACAC			
044525484	КУ ПАО КБ "ЕВРОСИТИБАНК" - ГК "АСВ"	45	127994	г	Москва	ГСП-4		2015-09-08	90	1	0	4525484000	PSAC	1869	RU	30101810745250000484	CRSA	02	044525000	ACAC			
043807330	Центрально-Черноземный Филиал АО "Экспобанк"	38	305000	г	Курск	ул. Ленина, д. 13	044525460	2020-03-06	30	3	1	3807330000	PSAC	2998/14	RU	30101810345250000330	CRSA	57	043807001	ACAC			
045004861	Филиал АО "Экспобанк" в г. Новосибирске	50	630099	г	Новосибирск	Красный проспект, дом 25	044525460	2017-10-17	30	3	1	5004861000	PSAC	2998/10	RU	30101810450040000861	CRSA	22	045004001	ACAC			
046401444	Филиал АО "Экспобанк" в г. Южно-Сахалинске	64	693008	г	Южно-Сахалинск	ул Чехова, 78	044525460	2016-07-08	30	3	1	6401444000	PSAC	2998/13	RU	30101810864010000444	CRSA	05	046401001	ACAC			
044525284	КУ КБ "МИКО-БАНК" ООО - ГК "АСВ"	45	109240	г	Москва	ул. Высоцкого, д. 4		2015-09-16	90	1	0	4525284000	PSAC	3195	RU	30101810945250000284	CRSA	80	044525000	ACAC			
044525071	КУ ООО "ВЕСТИНТЕРБАНК" - ГК "АСВ"	45	109240	г	Москва	ул Высоцкого, 4		2016-06-07	90	1	0	4525071000	PSAC	3398	RU	30101810145250000071	CRSA	31	044525000	ACAC			
044525731	КУ АО "АРКСБАНК" - ГК "АСВ"	45	109240	г	Москва	ул Высоцкого, 4		2016-05-27	90	1	0	4525731000	PSAC	1868	RU	30101810045250000731	CRSA	07	044525000	ACAC			
